asset_id,date,price,grading_company,grade,source,sale_type,url,label,subject_to_change,skipped_reason
4ea5db8d-f6d5-42ec-9797-865a20e31726,2019-01-19,11.50,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/163482894758,,False,
