asset_id,date,price,grading_company,grade,source,sale_type,url,label,subject_to_change,skipped_reason
b76660fe-87ca-433f-8aec-d9d2da038cce,2017-09-06,10.50,PSA,10.0,eBay,AUCTION,http://www.ebay.com/itm/PSA-2017P-M-JPN-BURNING-SHADOWS-GYARADOS-GEM-MINT-10-HOLO-POP-1-ONE-KIND-/192292817306,,False,
9eb57a2b-6b13-4313-a6b0-e0621b57d51a,2017-09-16,8.50,PSA,9.0,eBay,AUCTION,https://www.ebay.com/itm/332373781047,,False,
