asset_id,date,price,grading_company,grade,source,sale_type,url,label,subject_to_change,skipped_reason
2daeb49c-6cfd-4288-84fa-b48aa2c1f7c3,2018-09-20,320.00,PSA,10.0,eBay,AUCTION,http://www.ebay.com/itm/2003-Pokemon-Skyridge-PSA-10-GEM-MINT-Umbreon-Holo-H30-H32-eReader-card-/253880939848,,False,
