asset_id,date,price,grading_company,grade,source,sale_type,url,label,subject_to_change,skipped_reason
17498860-b1c6-42b1-95dc-ff327eeea53c,2019-08-01,250.00,PSA,9.0,eBay,BEST_OFFER,https://www.ebay.com/itm/2000-Pokemon-Gym-Challengers-Blaine-s-Charizard-1st-Edition-PSA-9-/401786826707,,False,
