asset_id,date,price,grading_company,grade,source,sale_type,url,label,subject_to_change,skipped_reason
3c9149c8-2390-44ee-b53e-e9f6db054e92,2019-02-12,122.50,PSA,9.0,eBay,AUCTION,http://www.ebay.com/itm/CHARIZARD-1999-POKEMON-GAME-HOLO-4-PSA-9-MINT-RARE-LOOKS-LIKE-PSA-10-/382767956686,,False,
