asset_id,date,price,grading_company,grade,source,sale_type,url,label,subject_to_change,skipped_reason
00066844-3370-440b-bb05-59e9b25e5a5e,2021-11-01,46.00,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/2017-Pokemon-Sun-Moon-Great-Ball-Collection-77a-Zoroark-GX-FA-PSA-10-GEM-MINT-/363593980707,,False,
00f71ce0-494c-48ab-af41-954930b99b47,2021-11-01,28.00,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/2019-Pokemon-S-M-Hidden-Fates-SV19-Poipole-Holo-PSA-10-GEM-MINT-/363594238449,,False,
010d9b62-e0ff-4fe5-9a72-d3a1c72ff592,2021-11-01,50.00,PSA,10.0,eBay,BEST_OFFER,https://www.ebay.com/itm/2000-Pokemon-Gym-Heroes-1st-Edition-Brocks-Sandshrew-71-132-PSA-10-Gem-Mint-/265386955670,,False,
0139eb0a-bcb3-4826-8c67-2fadec9ba7aa,2021-11-01,36.00,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/2019-Pokemon-Japanese-Sun-Moon-Tag-Team-All-Stars-54-Mewtwo-GX-PSA-10-MINT-/373765369213,,False,
0139eb0a-bcb3-4826-8c67-2fadec9ba7aa,2021-11-01,26.00,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/2019-Pokemon-Japanese-Sun-Moon-Tag-Team-All-Stars-54-Mewtwo-GX-PSA-10-MINT-/373765369640,,False,
0156860d-32ef-4841-9369-18a0fb8dc8c9,2021-11-01,601.00,PSA,9.0,eBay,AUCTION,https://www.ebay.com/itm/Leviator-Holo-1st-Edition-French-Base-Set-Gyarados-Mint-9-PSA-Pokemon-6-/313725729805,,False,
024b1f81-5272-4905-b6e0-dd791e4bf570,2021-11-01,25.00,PSA,9.0,eBay,AUCTION,https://www.ebay.com/itm/2016-Pokemon-XY-Evolutions-Gyarados-Holo-Foil-34-108-PSA-9-/384464459013,,False,
02a70949-cbae-4b28-8cc5-b66c9fae12f0,2021-11-01,6.50,PSA,9.0,eBay,AUCTION,https://www.ebay.com/itm/PSA-9-Shining-Legends-Mewtwo-Holo-Black-Star-Promo-SM77-/174994398699,,False,
02c08f51-d76c-4aca-81f5-67c462bba310,2021-11-01,82.00,PSA,9.0,eBay,AUCTION,https://www.ebay.com/itm/Ancient-Mew-2000-Movie-Promo-Mint-9-PSA-Pokemon-/304207862037,,False,
02c08f51-d76c-4aca-81f5-67c462bba310,2021-11-01,345.00,PSA,10.0,eBay,BUY_IT_NOW,https://www.ebay.com/itm/Pokemon-PSA-10-GEM-MINT-Ancient-Mew-Movie-2000-Promo-Double-Holo-Card-/324850917089,,False,
030770e6-2eaf-4fe1-9869-7df789a16330,2021-11-01,133.03,PSA,9.0,eBay,BUY_IT_NOW,https://www.ebay.com/itm/2019-Pokemon-S-M-Black-Star-Promo-Team-Up-no158-Charizard-Holo-Mint-Graded-PSA9-/115062020640,,False,
03b3a490-0082-47ec-bf82-ac55b247fe55,2021-11-01,548.30,PSA,9.0,eBay,BEST_OFFER,https://www.ebay.com/itm/Entei-Gold-Star-Holo-EX-Unseen-Forces-113-115-PSA-9-Mint-Condition-/255202678903,,False,
0414318e-8ae6-4b4a-afbc-c8254e687713,2021-11-01,15.50,PSA,9.0,eBay,AUCTION,https://www.ebay.com/itm/1999-2000-Pokemon-Base-Set-Unlimited-Magikarp-35-PSA-9-MINT-UK-4th-Print-/234256378289,,False,
0419174c-e503-4530-8c7f-1ada3d016bc8,2021-11-01,171.28,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/2000-Pokemon-Gym-Challange-20-Trainer-Sabrina-Holo-PSA-10-GEM-MINT-/363594056315,,False,
