asset_id,date,price,grading_company,grade,source,sale_type,url,label,subject_to_change,skipped_reason
2daeb49c-6cfd-4288-84fa-b48aa2c1f7c3,2018-03-09,575.00,PSA,10.0,eBay,BEST_OFFER,http://www.ebay.com/itm/2003-Pokemon-Skyridge-PSA-10-GEM-MINT-Umbreon-Holo-H30-H32-eReader-card-/132526553309,,False,
