asset_id,date,price,grading_company,grade,source,sale_type,url,label,subject_to_change,skipped_reason
02c08f51-d76c-4aca-81f5-67c462bba310,2020-03-31,24.99,PSA,9.0,eBay,AUCTION,https://www.ebay.com/itm/383476181754,,False,
