asset_id,date,price,grading_company,grade,source,sale_type,url,label,subject_to_change,skipped_reason
d0201699-0ede-44d6-9493-0994c9c9428d,2017-11-19,51.00,PSA,10.0,eBay,BEST_OFFER,https://www.ebay.com/itm/202115633786,,False,
86cc9374-9614-441a-957f-cd1c9e3706cc,2017-11-30,250.00,PSA,9.0,eBay,BEST_OFFER,http://www.ebay.com/itm/1999-Pokemon-GLURAK-4-German-Charizard-Holofoil-1st-Edition-PSA-9-MINT-/382050604288,,False,
