asset_id,date,price,grading_company,grade,source,sale_type,url,label,subject_to_change,skipped_reason
00dce69d-0ef0-47c4-a165-3ab3d23c1786,2021-06-01,100.00,PSA,9.0,eBay,AUCTION,https://www.ebay.com/itm/jolteon-ex-sandstorm-Psa-9-/373599457388,,False,
00f71ce0-494c-48ab-af41-954930b99b47,2021-06-01,44.00,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/2019-Pokemon-S-M-Poipole-Holo-Hidden-Fates-PSA-10-Gem-Mint-/133771374976,,False,
013b1a69-4d88-4eff-b31a-8d071bd75076,2021-06-01,138.50,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/2017-Pokemon-SM-Black-Star-Promo-SM57-HO-Oh-GX-Holo-Mysterious-Power-Tins-PSA-10-/144052331937,,False,
01cfb69d-46fa-4b07-ab77-770eb4c98061,2021-06-01,800.00,PSA,9.0,eBay,BEST_OFFER,https://www.ebay.com/itm/Pokemon-2011-Ho-oh-Holo-Call-Legends-SL5-PSA-9-/373534422836,,False,
028f6a0a-186f-48bb-9f55-7098485ff61f,2021-06-01,60.00,PSA,10.0,eBay,BEST_OFFER,https://www.ebay.com/itm/Pokemon-SWSH-Rebel-Clash-198-Malamar-Vmax-Secret-Rare-PSA-10-Gem-Mint-/154475650622,,False,
02c08f51-d76c-4aca-81f5-67c462bba310,2021-06-01,110.00,PSA,9.0,eBay,BEST_OFFER,https://www.ebay.com/itm/2000-Pokemon-Game-Promo-2000-Movie-Ancient-Mew-PSA-9-MINT-/393371502984,,False,
02c08f51-d76c-4aca-81f5-67c462bba310,2021-06-01,200.00,PSA,9.0,eBay,BEST_OFFER,https://www.ebay.com/itm/2000-Pokemon-Promo-Rare-Double-Holo-ANCIENT-MEW-Promo-Card-PSA-MINT-9-/133773677302,,False,
03eed184-1485-4385-b15d-29d7a1b2ed8c,2021-06-01,177.50,PSA,9.0,eBay,AUCTION,https://www.ebay.com/itm/2003-Pokemon-Aquapolis-Kingdra-Holo-H14-PSA-9-MINT-034-N91-/324644378399,,False,
04023a18-a938-41da-bfbe-7ab8fa1025a2,2021-06-01,266.00,PSA,9.0,eBay,AUCTION,https://www.ebay.com/itm/Lt-Surges-Electabuzz-Holo-1st-Edition-Gym-Heroes-Gem-Mint-10-PSA-Pokemon-6-/313542670244,,False,
05562fb8-3848-4eaa-8db4-716cf7bc2f8d,2021-06-01,215.00,PSA,9.0,eBay,BEST_OFFER,https://www.ebay.com/itm/2020-Pokemon-SWSH-Black-Star-Promo-066-Charizard-Holo-Prerelease-PSA-9-/124673452741,,False,
05562fb8-3848-4eaa-8db4-716cf7bc2f8d,2021-06-01,121.50,PSA,9.0,eBay,AUCTION,https://www.ebay.com/itm/PSA-9-CHARIZARD-SWSH066-Pokemon-Vivid-Voltage-Prerelease-Promo-Stamped-Holo-/284307076413,,False,
058ec227-83b7-4d47-bc7e-25dd16fb03d9,2021-06-01,600.00,PSA,10.0,eBay,BEST_OFFER,https://www.ebay.com/itm/PSA-10-GEM-2012-Pokemon-Japanese-BW-Dragon-Blade-Rayquaza-EX-053-050-SR-FULL-ART-/254966838667,,False,
05abdefc-9e96-42a1-8523-2ce86212f87a,2021-06-01,750.00,PSA,10.0,eBay,BEST_OFFER,https://www.ebay.com/itm/Pokemon-PSA-10-Ivysaur-Base-Set-First-Edition-30-/384116892084,,False,
076af44a-ab6c-42af-b8ea-ea7eeabe53a8,2021-06-01,499.99,PSA,10.0,eBay,BEST_OFFER,https://www.ebay.com/itm/PSA-10-2017-Poncho-Wearing-Eevee-Leafeon-Promo-142-SM-P-Pokemon-Japanese-/194141574972,,False,
089473e5-a5b6-403c-96f9-7fec447624be,2021-06-01,374.99,PSA,10.0,eBay,BUY_IT_NOW,https://www.ebay.com/itm/Pokemon-Alakazam-EX-125-124-XY-Fates-Collide-Full-Art-Secret-Rare-MINT-PSA-10-/324647559396,,False,
097a9132-f834-428a-ab5e-939fc6cd8bbb,2021-06-01,549.58,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/Dark-Gyarados-8-82-Pre-Release-Promo-Pokemon-PSA-10-/114824407733,,False,
09d34bc8-773b-46ce-8d85-261667e420f6,2021-06-01,207.50,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/1999-Pokemon-Game-Charmander-46-PSA-10-GEM-MINT-/363410912213,,False,
09fc5f5e-9ef5-449d-847c-8edb91d062d8,2021-06-01,62.52,PSA,9.0,eBay,AUCTION,https://www.ebay.com/itm/Pokemon-2005-EX-Emerald-Exploud-3-Holo-PSA-9-/154467931171,,False,
0c6e9f6e-fa40-43b4-aa41-f7586c409ee1,2021-06-01,800.00,PSA,9.0,eBay,BEST_OFFER,https://www.ebay.com/itm/Pokemon-D-P-Secret-Wonders-Charizard-Holo-Bleed-PSA-9-/184728378412,,False,
0f21596d-7712-4943-8725-93f790b9f007,2021-06-01,25.02,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/2017-Pokemon-Sun-Moon-Guardians-Rising-38-Wishiwashi-GX-PSA-10-/144052331941,,False,
0f26dfae-f5d0-40e5-b215-933635ef60b6,2021-06-01,152.50,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/1999-Pokemon-1st-Edition-Base-KOFFING-Shadowless-51-Non-Holo-PSA-10-Gem-Mint-/384186425990,,False,
10884366-2417-4831-8ebe-04b1858d0daa,2021-06-01,100.00,PSA,9.0,eBay,AUCTION,https://www.ebay.com/itm/2002-First-Edition-Light-Flareon-46-Non-Holo-Rare-Neo-Destiny-PSA-9-Mint-/194158230692,,False,
11ee7b62-0caf-485f-b266-006dfbf48663,2021-06-01,197.50,PSA,9.0,eBay,AUCTION,https://www.ebay.com/itm/2000-Pokemon-1st-Edition-Gym-Heroes-Lt-Surges-Fearow-7-Holo-PSA-9-Mint-/174781971800,,False,
14e05475-f733-47b7-aa2e-4b75fc2683f9,2021-06-01,71.00,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/2018-Pokemon-Sun-Moon-Forbidden-Light-82-Dialga-GX-PSA-10-/144052331932,,False,
