asset_id,date,price,grading_company,grade,source,sale_type,url,label,subject_to_change,skipped_reason
c60928af-fc27-4024-b428-4cd1d77f1343,2018-04-27,1350.00,PSA,10.0,eBay,BEST_OFFER,http://www.ebay.com/itm/2003-Pokemon-Aquapolis-PSA-10-GEM-MINT-Lugia-Crystal-Holo-149-147-/352219533344,,False,
